,Id,start_date,start_date_id_diff,start_date_id_diff_reverse,L1_S24_F1559,L3_S32_F3851,L1_S24_F1827,L1_S24_F1582,L3_S32_F3854,L1_S24_F1510,L1_S24_F1525,L3_S30_start_date,start_date_OOF,start_date_id_diff_OOF,start_date_id_diff_reverse_OOF,L1_S24_F1559_OOF,L3_S32_F3851_OOF,L1_S24_F1827_OOF,L1_S24_F1582_OOF,L3_S32_F3854_OOF,L1_S24_F1510_OOF,L1_S24_F1525_OOF,L3_S30_start_date_OOF
446,871,1414.02,-2314596,-4562,0,0,0,0,0,0,0,1414.96,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0714285714286
447,872,1039.85,-2361456,-4695,0,0,0,0,0,0,0,1073.98,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
451,882,638.02,-2366534,-5364,0,0,0,0,0,0,0,641.22,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
454,887,518.36,-2327953,-17802,0,0,0,0,0,0,0,519.88,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
456,891,693.42,-2350872,-1816,0,0,0,0,0,0,0,701.2,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
457,892,510.44,-2229815,-10179,0,0,0,0,0,0,0,517.58,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
458,893,1411.89,-1719666,-1959,0,0,0,0,0,0,0,1412.56,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
459,896,1239.39,-2362982,-7971,0,0,0,0,0,0,0,1242.31,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
460,899,647.28,-2352926,-61290,0,0,0,0,0,0,0,740.42,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
461,901,1599.79,-2334995,-18576,0,0,0,0,0,0,0,1611.39,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
463,903,1107.74,-2324021,-29575,0,0,0,0,0,0,0,1108.34,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
467,908,654.98,-2358018,-66958,0,0,0,0,0,0,0,656.29,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
468,909,1226.23,-2322621,-1843,0,0,0,0,0,0,0,1238.17,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
469,910,808.57,-2299986,-63640,0,0,0,0,0,0,0,821.45,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
470,911,374.3,-1069575,-17830,0,0,0,0,0,0,0,381.42,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
476,919,894.63,-2364384,-6106,0,0,0,0,0,0,0,901.54,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
477,920,155.97,-2282958,-2287,0,0,0,0,0,0,0,165.16,0.1,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0833333333333
479,926,1328.05,-1661059,-11072,0,0,0,0,0,0,0,1331.28,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
480,928,189.94,-2365552,-8448,0,0,0,0,0,0,0,190.57,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
481,929,1397.11,-2222420,-11432,0,0,0,0,0,0,0,1397.82,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
482,934,1467.79,-546525,-21716,0,0,0,0,0,0,0,1477.31,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
483,938,1379.68,-2309315,-15554,0,0,0,0,0,0,0,1399.91,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
485,940,373.18,-2364861,-4187,1,0,1,0,0,3,3,421.38,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
486,941,116.17,-2221648,-76571,0,0,0,0,0,0,0,116.72,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
487,942,1378.4,-1725840,-3625,0,0,0,0,0,0,0,1378.92,0.0,0.00588929271625,0.0222222222222,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
488,944,1238.28,-2308771,-12665,0,0,0,0,0,0,0,1240.38,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
489,945,555.94,-2236688,-53998,0,0,0,0,0,0,0,557.79,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
493,955,575.0,-2348846,-53029,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
494,960,1001.31,-2336585,-51255,0,0,0,0,0,0,0,1038.17,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
495,961,335.59,-2328131,-6410,0,0,0,0,0,0,0,337.12,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
500,974,1154.37,-2362052,-3067,0,0,0,0,0,0,0,1155.4,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
501,975,1566.11,-2327264,-11397,0,0,0,0,0,0,0,1568.23,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
504,980,382.9,-2309798,-2988,0,0,0,0,0,0,0,426.1,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
505,985,1636.2,-2273266,-1628559,0,0,0,0,0,0,0,1641.22,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
506,987,1383.26,-2204255,-65788,0,0,0,0,0,0,0,1389.7,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
509,994,674.8,-2360996,-4821,1,0,1,0,0,3,3,717.18,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
510,995,1225.55,-2365063,-1730,0,0,0,0,0,0,0,1226.7,0.0,0.00588929271625,0.0138888888889,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
513,999,1625.8,-2222551,-1667,0,0,0,0,0,0,0,1628.18,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
514,1002,188.96,-2356079,-1764,0,0,0,0,0,0,0,189.77,0.047619047619,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
516,1005,188.35,-2363551,-3586,0,0,0,0,0,0,0,188.84,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
519,1017,1356.08,-1285583,-1978598,0,0,0,0,0,0,0,1359.67,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
520,1019,122.21,-2315920,-24110,0,0,0,0,0,0,0,130.96,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
521,1021,348.61,-2345823,-1667,0,0,0,0,0,0,0,350.23,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
522,1022,587.46,-2295262,-1485842,0,0,0,0,0,0,0,591.75,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
524,1025,575.87,-2312911,-1487,0,0,0,0,0,0,0,583.14,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
525,1026,1113.3,-2353752,-57419,0,0,0,0,0,0,0,1120.32,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
526,1027,970.78,-2338639,-56190,0,0,0,0,0,0,0,972.81,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
528,1032,1227.57,-2244636,-45376,0,0,0,0,0,0,0,1239.27,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
532,1041,2.42,-2160427,-15992,0,0,0,0,0,0,0,4.34,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
534,1044,200.32,-2365766,-2638,0,0,0,0,0,0,0,201.36,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
539,1053,298.91,-2176553,-8355,0,0,0,0,0,0,0,302.07,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
542,1059,691.06,-2363101,-11717,0,0,0,0,0,0,0,693.9,0.0869565217391,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
545,1063,1365.36,1,-4944,0,0,0,0,0,0,0,1367.46,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
546,1064,1413.42,-2362909,-65562,0,0,0,0,0,0,0,1413.69,0.1,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.1
548,1067,197.99,-2313660,-13090,0,0,0,0,0,0,0,198.65,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.1
549,1069,924.46,-2363527,-2223,0,0,0,0,0,0,0,928.34,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
550,1070,114.97,-2365800,-57311,0,0,0,0,0,0,0,116.4,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
551,1076,1316.85,-1436080,-3986,0,0,0,0,0,0,0,1325.62,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
554,1082,1245.23,-2312622,-5816,0,0,0,0,0,0,0,1248.91,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
559,1099,979.92,-2313482,-62427,0,0,0,0,0,0,0,986.09,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
560,1101,952.73,-2078728,-4402,0,0,0,0,0,0,0,958.73,0.0,0.00588929271625,0.0222222222222,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
562,1104,373.9,-2364646,-52762,0,0,0,0,0,0,0,374.36,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
564,1108,1172.74,-1327186,-64115,1,0,1,0,0,3,3,1188.98,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
569,1118,986.92,-2267237,-2367,0,0,0,0,0,0,0,1002.79,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
572,1126,30.07,-713960,-2364,0,0,0,0,0,0,0,30.86,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
573,1127,570.9,-2336259,-1483,0,0,0,0,0,0,0,-9.0,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
575,1132,238.08,-2366119,-11641,0,0,0,0,0,0,0,238.91,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
578,1139,1662.37,-2324206,-1704177,0,0,0,0,0,0,0,1662.45,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
580,1141,1112.13,-2363262,-6564,0,0,0,0,0,0,0,1113.4,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
581,1142,204.48,-2361945,-2536,0,0,0,0,0,0,0,216.3,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
583,1144,938.67,-2322402,-3623,0,0,0,0,0,0,0,943.64,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
584,1145,254.87,-2355467,-54550,0,0,0,0,0,0,0,255.82,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
585,1146,602.59,-2366050,-62768,0,0,0,0,0,0,0,605.89,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
586,1147,469.1,-2360836,-1727,1,0,1,0,0,3,3,504.46,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
587,1150,1446.27,-1989175,-3103,0,0,0,0,0,0,0,1448.02,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
588,1153,320.66,-2289602,-2732,0,0,0,0,0,0,0,322.21,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
590,1158,321.08,-2362759,-2979,0,0,0,0,0,0,0,322.68,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
592,1167,758.65,-2358984,-1733,0,0,1,0,0,3,3,776.45,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
593,1168,487.41,-2308610,-84792,0,0,0,0,0,0,0,488.63,0.0,0.0,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
596,1178,288.43,-2361098,-3025,0,0,0,0,0,0,0,291.54,0.0,0.00588929271625,0.015625,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
597,1180,1432.79,-2218645,-4922,0,0,0,0,0,0,0,1433.7,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
598,1182,1183.49,-2291072,-9712,1,0,1,0,0,3,3,1198.24,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
600,1185,219.87,-1378588,-1218,0,0,0,0,0,0,0,221.2,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
601,1186,1465.19,-2360228,-108374,0,0,0,0,0,0,0,1467.4,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
605,1195,522.67,1,-1990,0,0,0,0,0,0,0,-9.0,0.0,0.0124554660981,0.0144927536232,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
606,1197,680.65,-2360063,-1877,0,0,0,0,0,0,0,721.65,0.0769230769231,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.142857142857
607,1198,836.69,-2328628,-9689,0,0,0,0,0,0,0,876.76,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
608,1202,1633.89,-2364644,-2136,0,0,0,0,0,0,0,1636.45,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
609,1207,291.66,-2201586,-9188,0,0,0,0,0,0,0,298.09,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
610,1209,724.8,-2266913,-3320,1,0,1,0,0,3,3,760.31,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
612,1212,316.06,-2361668,-56889,0,0,0,0,0,0,0,318.86,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
613,1213,526.97,-2366077,-2942,0,0,0,0,0,0,0,534.4,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.181818181818
614,1214,640.43,-2365929,-62688,0,0,0,0,0,0,0,652.97,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
618,1218,762.72,-2293780,-2756,1,0,1,0,0,3,3,777.56,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
619,1219,1299.13,-1949286,-2154,0,0,0,0,0,0,0,1306.62,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
621,1222,1434.05,-2311675,-5003,0,0,0,0,0,0,0,1440.1,0.00579112124121,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
625,1230,1262.1,-2336606,-13020,0,0,0,0,0,0,0,1266.84,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
629,1237,669.64,-2356940,-57354,1,0,1,0,0,3,3,710.47,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.1
633,1250,619.18,1,-1,0,1,0,0,17,0,0,622.17,0.0,0.0124554660981,0.0743275594987,0.00540415494186,0.0492996682639,0.00540311372965,0.00582041315309,0.157438613385,0.00540296992245,0.00540319668548,0.111111111111
634,1251,619.18,1,-1987,0,1,0,0,17,0,0,622.17,0.0,0.0124554660981,0.015625,0.00540415494186,0.0492996682639,0.00540311372965,0.00582041315309,0.157438613385,0.00540296992245,0.00540319668548,0.111111111111
637,1256,656.6,-2304069,-142166,0,0,0,0,0,0,0,668.44,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
644,1284,897.03,-2323771,-3291,0,0,0,0,0,0,0,904.08,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
646,1288,1289.52,131,-8919,0,0,0,0,0,0,0,-9.0,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.00558885974772
647,1291,1692.63,-2322281,-2579,0,0,0,0,0,0,0,1709.26,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
649,1293,1114.97,-2339106,-45895,0,0,0,0,0,0,0,1121.81,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
650,1294,198.24,-2327193,-2307,0,0,0,0,0,0,0,200.21,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
653,1300,203.8,-2256697,-1476,0,0,0,0,0,0,0,205.54,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
654,1302,961.59,-2365581,-1300,0,0,0,0,0,0,0,963.59,0.0,0.0,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
656,1306,398.95,-2023012,-1,0,0,0,0,0,0,0,459.29,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.117647058824
658,1308,398.95,1,-2457,0,0,0,0,0,0,0,459.29,0.0,0.0124554660981,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.117647058824
662,1313,1432.47,-2360456,-1,0,0,0,0,0,0,0,1433.39,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
667,1325,1667.38,-2357430,-8419,0,0,0,0,0,0,0,1669.19,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
669,1327,392.64,-2360598,-3455,1,0,1,0,0,3,3,448.24,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
676,1336,1314.32,-2332456,-2059,0,0,0,0,0,0,0,1323.39,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
677,1337,694.86,-2365610,-5848,1,0,1,0,0,3,3,737.87,0.0,0.00588929271625,0.0,0.00947217644431,0.00503915232171,0.00939583144813,0.00582041315309,0.00503915232171,0.00944567917375,0.0094374686899,0.0
681,1350,640.2,-2304535,-1,0,0,0,0,0,0,0,653.48,0.0,0.00588929271625,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
682,1351,640.2,1,-1,0,0,0,0,0,0,0,653.48,0.0,0.0124554660981,0.0743275594987,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
685,1359,251.04,-2342921,-7588,0,0,0,0,0,0,0,252.07,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
686,1360,1105.77,-2356928,-3434,0,0,0,0,0,0,0,1107.53,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
690,1368,1482.1,-2357517,-51962,0,0,0,0,0,0,0,1490.35,0.0,0.00588929271625,0.00644950904392,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
691,1370,910.41,-2303311,-3964,0,0,0,0,0,0,0,913.83,0.0,0.00588929271625,0.0,0.00540415494186,0.00503915232171,0.00540311372965,0.00582041315309,0.00503915232171,0.00540296992245,0.00540319668548,0.0
